1,3266,1
1,4296,1
1,1830,5
1,1127,2
1,2541,3
1,2809,6
1,3696,5
1,2729,6
1,1210,3
1,3373,4
1,2680,3
1,4987,1
1,4262,3
1,4328,2
1,2554,6
1,2284,4
1,3321,6
1,2293,1
1,4556,6
1,4677,3
1,2286,6
1,2689,2
1,3361,5
1,4884,3
1,3491,5
1,1449,5
1,1822,2
1,4642,2
1,3303,6
1,3382,3
1,2572,3
1,1605,2
1,1017,4
1,4839,1
1,1702,1
1,2846,3
1,3652,1
1,1670,6
1,2777,5
1,4626,4
1,3889,2
1,2432,2
1,3310,6
1,2921,4
1,4500,3
1,4098,1
1,3881,6
1,2133,5
1,1602,5
1,1563,5
1,3463,3
1,1061,6
1,2752,6
1,1719,3
1,1526,5
1,1053,5
1,3793,6
1,2820,5
1,4581,6
1,1137,2
1,4652,4
1,4802,5
1,4359,2
1,4748,4
1,1746,1
1,1948,5
1,3804,1
1,3778,4
1,3294,2
1,4694,3
1,4645,6
1,2989,2
1,2689,3
1,4883,1
1,4650,6
1,1409,5
1,3267,1
1,2190,3
1,4195,6
1,4867,4
1,4990,3
1,1883,3
1,2651,5
1,2772,6
1,2378,4
1,2976,3
1,1669,2
1,3473,5
1,2389,3
1,1059,6
1,1057,4
1,3603,1
1,4902,2
1,1148,6
1,3948,4
1,2307,3
1,4942,5
1,2300,1
1,1213,4
1,1064,5
1,4171,5
1,3288,5
1,3389,3
1,1780,5
1,2285,5
1,2470,5
1,2484,6
1,1790,2
1,3942,5
1,3557,4
1,1910,2
1,4724,5
1,2630,2
1,1995,5
1,3406,4
1,3863,3
1,4664,2
1,2783,2
1,2072,3
1,3380,6
1,1108,3
1,4009,1
1,1496,1
1,3733,6
1,3486,6
1,2519,1
1,1183,1
1,4539,4
1,2293,1
1,4945,1
1,1205,5
1,2246,6
1,2988,5
1,1313,2
1,2543,2
1,4642,5
1,2585,2
1,1064,2
1,2492,6
1,1567,4
1,4723,3
1,4063,3
1,2893,2
1,3953,1
1,3476,1
1,4967,6
1,4844,6
1,1619,1
1,4255,3
1,4453,3
1,2177,1
1,2411,6
1,3036,3
1,2770,1
1,3702,2
1,1560,3
1,4242,2
1,4547,2
1,3310,4
1,1361,4
1,2307,2
1,1277,4
1,3000,3
1,4382,6
1,2440,3
1,2926,1
1,2605,4
1,1161,3
1,3032,4
1,3001,5
1,2217,6
1,3305,1
1,3282,6
1,4366,4
1,1932,4
1,4129,1
1,1350,4
1,1523,5
1,3312,5
1,2044,5
1,2162,6
1,1913,2
1,2945,1
1,3477,6
1,4911,1
1,2803,2
1,3845,6
1,2960,4
1,1303,1
1,1478,5
1,1877,6
1,3814,5
1,4003,2
1,4137,3
1,1432,2
1,1400,5
1,4226,5
