1,4735,1
1,3464,2
1,4115,5
1,2619,6
1,3629,2
1,1872,4
1,4844,1
1,3007,5
1,3383,1
1,3536,3
1,1491,4
1,1806,1
1,2670,4
1,2821,6
1,1993,6
1,3945,2
1,3633,1
1,4101,6
1,1218,4
1,2885,3
1,3510,1
1,1212,1
1,1974,3
1,2173,4
1,3196,6
1,1429,4
1,2357,5
1,3402,5
1,2913,5
1,3537,2
1,3786,4
1,3248,2
1,2939,5
1,1827,2
1,1732,4
1,2844,6
1,4964,5
1,4321,6
1,3699,6
1,3664,5
1,3414,4
1,4116,6
1,4177,6
1,3286,2
1,4027,3
1,2915,6
1,2052,5
1,1857,5
1,1362,4
1,4195,4
1,4871,2
1,1452,5
1,2610,4
1,3569,4
1,3801,1
1,2672,6
1,2020,1
1,3612,4
1,3987,1
1,1669,6
1,3819,6
1,4742,2
1,3722,5
1,4442,3
1,3635,5
1,2665,4
1,4524,3
1,2292,2
1,1302,3
1,3532,4
1,3560,2
1,1974,5
1,3049,2
1,1982,2
1,4691,4
1,3354,4
1,3010,3
1,3985,4
1,4237,5
1,4893,2
1,4431,3
1,4347,3
1,1262,4
1,4221,3
1,4422,5
1,1389,3
1,2800,2
1,4480,3
1,3892,1
1,3924,4
1,4918,3
1,3371,2
1,1703,3
1,4299,1
1,4158,1
1,4505,3
1,1944,6
1,2489,6
1,1599,1
1,4598,1
1,3510,1
1,2435,3
1,1391,4
1,2385,2
1,2132,3
1,2915,5
1,4315,1
1,4122,1
1,4109,3
1,2169,5
1,3275,4
1,4491,5
1,3454,3
1,3198,4
1,2829,6
1,2831,4
1,1056,6
1,3480,5
1,3882,3
1,1341,5
1,2259,3
1,3419,6
1,3881,1
1,4779,5
1,4514,4
1,4598,5
1,3051,5
1,2250,2
1,3262,1
1,4858,6
1,3899,6
1,3119,1
1,4808,3
1,1242,6
1,1050,4
1,1685,2
1,2238,6
1,3935,2
1,1198,3
1,2687,4
1,2545,4
1,4989,3
1,3248,3
1,1933,3
1,4271,1
1,2100,1
1,1955,3
1,1559,5
1,4201,2
1,4684,1
1,3652,3
1,1233,3
1,4925,3
1,4707,1
1,2037,3
1,1807,1
1,4756,5
1,1466,2
1,2217,3
1,2658,6
1,1861,2
1,3722,2
1,3601,4
1,2540,1
1,4312,4
1,4208,3
1,2712,5
1,3947,6
1,3946,3
1,1372,2
1,2898,2
1,1193,3
1,4263,1
1,2450,2
1,3574,3
1,3987,3
1,4964,6
1,4996,4
1,3245,5
1,3524,1
1,2931,3
1,4116,3
1,4470,1
1,3858,4
1,1115,6
1,2267,3
1,4933,6
1,2573,1
1,3729,5
1,3976,6
1,3450,4
1,2231,2
1,1982,1
1,1362,2
1,3219,1
1,1084,6
1,1293,6
1,2331,1
1,2423,4
1,3680,2
1,3792,4
1,3643,6
1,2194,4
1,1265,2
1,2697,4
1,1306,5
1,3893,2
1,4491,4
1,3115,4
1,4708,6
1,3867,6
1,2697,6
1,3752,1
1,3485,2
1,1086,5
1,2553,6
1,1974,5
1,4754,4
1,2365,1
1,1069,4
1,3677,6
1,4565,5
1,1832,4
1,1080,3
1,2608,2
1,3225,5
1,1436,4
1,4342,1
1,2491,1
1,4430,5
1,2546,6
1,4991,1
1,2275,4
1,1417,3
1,4386,2
1,2824,1
1,1791,6
1,3778,5
1,2307,5
1,3767,5
1,2313,2
1,2227,1
1,3632,3
1,4497,5
1,1728,1
1,1952,4
1,2570,1
1,2738,2
1,4310,3
1,2980,5
1,2720,3
1,3174,1
1,4053,6
1,3331,2
1,3485,2
1,4464,2
1,3305,1
1,3360,2
1,1277,4
1,4412,1
1,3443,4
1,2494,4
1,4569,4
1,2320,5
1,1063,1
1,2031,4
1,2394,2
1,2503,1
1,4640,5
1,1633,5
1,3912,1
1,2825,1
1,1879,5
1,2813,4
1,3356,1
1,3795,5
1,3262,5
1,1188,3
1,3814,1
1,4174,6
1,4762,4
1,1799,6
1,1079,1
1,1605,6
1,1980,6
1,3362,4
1,3624,6
1,4184,5
1,3539,1
1,4213,5
1,3795,6
1,3698,4
1,3131,4
1,2990,3
1,1675,6
1,3170,1
1,1693,2
1,3915,3
1,2175,2
1,3141,4
1,1692,1
1,4670,1
1,1149,2
1,4407,1
1,4052,4
1,2871,6
1,4110,6
1,2343,4
1,2232,3
1,1545,4
1,1917,1
1,4068,4
1,3771,6
1,1070,3
1,3186,1
1,1945,4
1,2608,3
1,4993,2
1,1782,2
1,4083,4
1,3626,1
1,3932,3
1,4508,1
1,3432,5
1,1283,5
1,2633,3
1,1858,3
1,3456,6
1,2513,3
1,2137,5
1,1347,6
1,1580,2
1,3698,6
1,1062,1
1,2713,3
1,4793,6
1,4161,4
1,2701,6
1,2414,5
1,3165,6
1,2698,2
1,1079,5
1,2631,5
1,1870,6
1,2327,1
1,2325,4
1,4647,3
1,2577,2
1,4429,3
1,4110,6
1,4149,6
1,2735,1
1,4432,4
1,3518,6
1,1671,5
1,2217,6
1,4754,4
1,4909,6
1,3665,6
1,4673,3
1,3801,5
1,2785,1
1,1431,5
1,3500,4
1,1851,2
1,3234,4
1,2337,5
1,2555,2
1,3096,3
1,3327,3
1,4808,2
1,1785,5
1,3036,1
1,3004,2
1,2815,1
1,1371,5
1,2142,3
1,2134,6
1,3282,1
1,4379,6
1,1153,1
1,4337,4
1,3353,3
1,3741,4
1,4603,1
1,1666,1
1,2542,3
1,2557,4
1,4931,3
1,2309,4
1,4879,1
1,4949,5
1,4248,4
1,4954,1
1,1025,3
1,4146,3
1,1028,5
1,2671,6
1,1582,4
1,4243,6
1,2853,3
1,2516,5
1,3677,2
1,2203,4
1,1864,5
1,1939,2
1,2275,4
1,2101,2
1,2347,6
1,1243,6
1,2553,2
1,3083,2
1,3925,5
1,4275,2
1,3310,6
1,1791,6
1,1892,3
1,1239,4
1,3450,4
1,2044,5
1,3775,2
1,4471,2
1,1694,4
1,1949,2
1,4529,3
1,4516,5
1,3464,2
1,4633,2
1,4228,2
1,1694,6
1,2443,6
1,4818,4
1,1975,5
1,1390,5
1,4400,3
1,2609,5
1,3018,4
1,3931,4
1,2289,6
1,2006,5
1,1722,5
1,1736,3
1,3416,1
1,4436,2
1,2399,6
1,3073,1
1,4817,2
1,2898,3
1,1133,6
1,1466,3
1,3226,2
1,3779,4
1,4121,3
1,2890,4
1,3311,4
1,4035,1
1,3549,4
1,2972,3
1,4483,6
1,4625,2
1,1230,4
1,3297,4
1,2166,4
1,1420,3
1,3910,4
1,3304,2
1,2856,2
1,3419,3
1,1841,2
1,3709,6
1,2459,1
1,2050,4
1,3696,2
1,4498,4
1,4892,2
1,4216,3
1,1130,4
1,3042,3
1,4096,5
1,4043,6
1,2033,2
1,2857,3
1,4843,1
1,4376,3
1,1840,1
1,3161,3
1,2501,5
1,1173,2
1,4865,1
1,1774,1
1,2641,2
1,3875,3
1,4379,1
1,3453,1
1,1285,5
1,1499,6
1,4804,5
1,4770,2
1,3036,2
1,4742,3
