1,4656,2
1,1468,1
1,3237,2
1,1294,2
1,3858,5
1,1398,2
1,1117,5
1,4037,4
1,4326,5
1,2885,1
1,2496,5
1,4421,2
1,1635,3
1,2575,2
1,4217,4
1,2653,1
1,2805,5
1,3487,4
1,1807,3
1,4244,4
1,1321,1
1,1198,4
1,2428,3
1,2787,2
1,3973,6
1,3013,2
1,1741,2
1,4395,4
1,4830,4
1,4561,5
1,1904,4
1,3370,3
1,3283,2
1,3607,4
1,1774,4
1,3780,2
1,2489,3
1,4168,6
1,3626,2
1,2763,6
1,2356,3
1,1432,3
1,2256,3
1,2197,3
1,4769,6
1,3092,2
1,4962,4
1,1165,1
1,3463,6
1,3931,2
1,2727,4
1,2040,5
1,4692,5
1,1080,4
1,2016,3
1,1084,3
1,3871,2
1,4102,5
1,4194,6
1,1592,6
1,3594,4
1,4854,2
1,3544,1
1,3019,3
1,4629,2
1,1119,1
1,1505,1
1,4225,1
1,2554,4
1,1385,1
1,1296,1
1,4941,4
1,3864,1
1,1641,1
1,4201,4
1,3167,5
1,1945,5
1,4150,1
1,1286,5
1,1451,5
1,2204,2
1,4490,3
1,3986,1
1,2625,6
1,3480,2
1,4813,6
1,2193,4
1,3661,4
1,4150,4
1,4854,6
1,2167,2
1,4496,5
1,2519,4
1,4422,6
1,2545,2
1,1391,6
1,2773,6
1,3281,2
1,3414,5
1,4083,4
1,4248,4
1,3335,4
1,4059,3
1,4898,5
1,2351,1
1,2998,2
1,3115,6
1,3540,1
1,2333,3
1,1880,4
1,1001,6
1,3969,1
1,3718,1
1,1624,2
1,2590,5
1,3083,4
1,1288,6
1,3620,4
1,2872,5
1,2700,4
1,3340,4
1,1622,6
1,1508,4
1,3922,3
1,2901,3
1,1464,5
1,3453,2
1,4811,4
1,3229,1
1,3489,6
1,4045,2
1,1645,4
1,2404,6
1,4771,2
1,4582,4
1,3797,2
1,4546,2
1,1260,5
1,4277,2
1,1404,5
1,1908,1
1,4541,2
1,3249,3
1,2398,4
1,2991,3
1,1347,6
1,3024,6
1,1937,5
1,2885,2
1,1675,2
1,4148,1
1,2550,5
1,1634,2
1,2641,6
1,1113,3
1,2761,2
1,2085,1
1,2037,5
1,2303,5
1,1375,1
1,1098,6
1,1908,4
1,1334,4
1,2242,1
1,3457,3
1,3771,5
1,2454,4
1,3378,6
1,2777,5
1,4329,5
1,4154,2
1,3121,2
1,2836,3
1,3769,2
1,1371,1
1,1258,4
1,4094,3
1,2881,1
1,4905,2
1,2531,1
1,4634,4
1,1566,1
1,1323,3
1,3024,6
1,4480,4
1,3007,2
1,3325,6
1,3678,5
1,1400,3
1,3615,5
1,3724,6
1,4410,4
1,4426,1
1,3857,5
1,4429,1
1,3825,6
1,2645,5
1,3060,4
1,2850,5
1,2072,3
1,4713,2
1,4882,1
1,4035,6
1,2661,1
1,3971,2
1,4033,3
1,1753,4
1,3801,6
1,1340,4
1,2227,2
1,3820,1
1,3023,3
1,1703,1
1,1597,3
1,3629,3
1,2599,1
1,2060,1
1,1404,1
1,3335,2
1,4853,6
1,1117,3
1,2261,6
1,2562,6
1,4790,1
1,2106,2
1,3812,4
1,4221,3
1,1843,2
1,2480,3
1,3552,6
1,1191,5
1,4035,3
1,4905,2
1,4966,1
1,4773,1
1,3614,1
1,3743,5
1,2020,5
1,3074,5
1,4532,4
1,3759,4
1,2947,4
1,4791,1
1,4009,3
1,4743,2
1,2486,1
1,3699,2
1,3014,2
1,1912,3
1,3668,3
1,3125,6
1,2845,6
1,1375,3
1,3807,1
1,1995,4
1,3953,3
1,4273,5
1,3227,2
1,2007,6
1,1104,1
1,3816,5
1,2034,6
1,2984,3
1,1292,6
1,2556,2
1,3730,2
1,2378,2
1,4253,3
1,3682,1
1,3990,2
1,4413,6
1,1823,6
1,1649,1
1,2276,3
1,2482,3
1,3207,3
1,2923,6
1,3258,3
1,3663,3
1,1404,5
1,3732,6
1,1058,1
